N,Problem,Strategy,Time_s
10000,P3,Numpy,0.00011939499995605729
10000,P3,Numpy,0.00011943399999836402
10000,P3,Numpy,0.00011968500007242255
10000,P3,Numpy,0.00011958499999309424
10000,P3,Numpy,0.00011939399996663269
10000,P3,Numpy,0.0001196149999032059
10000,P3,Numpy,0.00012396300007821992
10000,P3,Numpy,0.00011936500004594564
10000,P3,Numpy,0.00011968499984504888
10000,P3,Numpy,0.00011962500002482557
10000,P3,Numpy,0.00012130800018894661
10000,P3,Numpy,0.00011874300003000826
10000,P3,Numpy,0.00011858299990308296
10000,P3,Numpy,0.00011868299998241127
10000,P3,Numpy,0.00012369299997772032
10000,P3,Numpy,0.00011862299993481429
10000,P3,Numpy,0.0001187130001198966
10000,P3,Numpy,0.00011884400009876117
10000,P3,Numpy,0.00012019599989798735
10000,P3,Numpy,0.00012082700004611979
10000,P3,Numpy,0.00011860299991894863
10000,P3,Numpy,0.00011887400000887283
10000,P3,Numpy,0.00011876300004587392
10000,P3,Numpy,0.00012493500003074587
100000,P1,For,0.01042234700003064
100000,P1,For,0.010297361999846544
100000,P1,For,0.010478211999952691
100000,P1,For,0.010290970000141897
100000,P1,For,0.010339510999983759
100000,P1,For,0.01053412699980072
100000,P1,For,0.010338730000057694
100000,P1,For,0.01035331700018105
100000,P1,For,0.010386379000010493
100000,P1,For,0.010227890999885858
100000,P1,For,0.010454987999992227
100000,P1,For,0.010521963999963191
100000,P1,For,0.010168809000106194
100000,P1,For,0.010540919000050053
100000,P1,For,0.010318131000076392
100000,P1,For,0.010385896999878241
100000,P1,For,0.010389594000116631
100000,P1,For,0.010233320999986972
100000,P1,For,0.010510242000009384
100000,P1,For,0.010693585999888455
100000,P1,For,0.010254720999910205
100000,P1,For,0.010423387999935585
100000,P1,For,0.0102971300000263
100000,P1,For,0.010407768999812106
100000,P1,For,0.01047983400007979
100000,P1,For,0.01036523900006614
100000,P1,For,0.010611292000021422
100000,P1,For,0.010510461999956533
100000,P1,For,0.010216217999868604
100000,P1,For,0.010340531999872837
100000,P1,For,0.010151477000135856
100000,P1,For,0.010391107000032207
100000,P1,For,0.010278997000114032
100000,P1,For,0.010000192000006791
100000,P1,For,0.010200047999887829
100000,P1,For,0.0104497980000815
100000,P1,For,0.009954837000123007
100000,P1,For,0.010232258999849364
100000,P1,For,0.010020441000051505
100000,P1,For,0.010270840999965003
100000,P1,For,0.010530440000138697
100000,P1,For,0.009985074000042005
100000,P1,For,0.010330553000130749
100000,P1,For,0.010051348999922993
100000,P1,For,0.010148480999987441
100000,P1,For,0.010224765000202751
100000,P1,For,0.010042341999906057
100000,P1,For,0.0102664129999539
100000,P1,For,0.010032823000074131
100000,P1,For,0.01014028600002348
100000,P1,Comp,0.010109487999898192
100000,P1,Comp,0.009989562000100705
100000,P1,Comp,0.010212050999825806
100000,P1,Comp,0.010286010000072565
100000,P1,Comp,0.010031711000010546
100000,P1,Comp,0.010199918000125763
100000,P1,Comp,0.009935721000147169
100000,P1,Comp,0.010187414000029094
100000,P1,Comp,0.010462922999977309
100000,P1,Comp,0.010008837999976095
100000,P1,Comp,0.010271772999885798
100000,P1,Comp,0.009987489000195637
100000,P1,Comp,0.010427846999846224
100000,P1,Comp,0.010251194000147734
100000,P1,Comp,0.009912177000160227
100000,P1,Comp,0.010082297000053586
100000,P1,Comp,0.009857995999936975
100000,P1,Comp,0.010098998000103165
100000,P1,Comp,0.01000939899995501
100000,P1,Comp,0.009918269000081636
100000,P1,Comp,0.010097926000071311
100000,P1,Comp,0.009776652000027752
100000,P1,Comp,0.010070574999872406
100000,P1,Comp,0.01009218600006534
100000,P1,Comp,0.009861020000016651
100000,P1,Comp,0.010078810999857524
100000,P1,Comp,0.009617272000014054
100000,P1,Comp,0.009753839999802949
100000,P1,Comp,0.010009449000108361
100000,P1,Comp,0.009560846999875139
100000,P1,Comp,0.009908930999927179
100000,P1,Comp,0.009553883000080532
100000,P1,Comp,0.009806989000026078
100000,P1,Comp,0.010132862000091336
100000,P1,Comp,0.009591503999899942
100000,P1,Comp,0.01005808100012473
100000,P1,Comp,0.009733521000043766
100000,P1,Comp,0.010108646999924531
100000,P1,Comp,0.010473491999846374
100000,P1,Comp,0.009600802000022668
100000,P1,Comp,0.010075233999941702
100000,P1,Comp,0.009796689000040715
100000,P1,Comp,0.010600500999998985
100000,P1,Comp,0.010426093000205583
100000,P1,Comp,0.00978540799997063
100000,P1,Comp,0.010143892999849413
100000,P1,Comp,0.009975887000109651
100000,P1,Comp,0.010102083999981915
100000,P1,Comp,0.010258859000032317
100000,P1,Comp,0.009814573999847198
100000,P1,Gen,0.011327699000048597
100000,P1,Gen,0.011615690000098766
100000,P1,Gen,0.011227389999930892
100000,P1,Gen,0.011292382000192447
100000,P1,Gen,0.011368796000169823
100000,P1,Gen,0.011168940000061411
100000,P1,Gen,0.011301580000008471
100000,P1,Gen,0.011168989999987389
100000,P1,Gen,0.010986907000187784
100000,P1,Gen,0.011201400000118156
100000,P1,Gen,0.011145134000116741
100000,P1,Gen,0.011108254999953715
100000,P1,Gen,0.011284015999990515
100000,P1,Gen,0.011206810999965455
100000,P1,Gen,0.011067647999880137
100000,P1,Gen,0.011315954999872702
100000,P1,Gen,0.01128927499985366
100000,P1,Gen,0.010617432999879384
100000,P1,Gen,0.011253207999970982
100000,P1,Gen,0.011375518000022566
100000,P1,Gen,0.010929608999958873
100000,P1,Gen,0.011363534999873082
100000,P1,Gen,0.01147684800002935
100000,P1,Gen,0.010837275999847407
100000,P1,Gen,0.011361440999962724
