filename,timestamp,python_version,numpy_version,machine,problema,estrategia,n,number,s_per_call_median,repetitions,raw_times,ns_per_element,s_numpy,ratio_vs_numpy
tiempos_p123_n100000_2025-11-07_17-58-50.json,2025-11-07 23:58:50.340714+00:00,3.12.3,2.3.4,x86_64,p1,for,100000,5,0.03621366199968179,5,,362.13661999681796,0.00033175299995491514,109.15850649309331
tiempos_p123_n100000_2025-11-07_17-58-50.json,2025-11-07 23:58:50.340714+00:00,3.12.3,2.3.4,x86_64,p1,comp,100000,5,0.03128602100059652,5,,312.8602100059652,0.00033175299995491514,94.30516379610208
tiempos_p123_n100000_2025-11-07_17-58-50.json,2025-11-07 23:58:50.340714+00:00,3.12.3,2.3.4,x86_64,p1,gen,100000,5,0.03444227900035912,5,,344.42279000359116,0.00033175299995491514,103.81904309844911
tiempos_p123_n100000_2025-11-07_17-58-50.json,2025-11-07 23:58:50.340714+00:00,3.12.3,2.3.4,x86_64,p1,numpy,100000,5,0.00033175299995491514,5,,3.3175299995491514,0.00033175299995491514,1.0
tiempos_p123_n100000_2025-11-07_17-58-50.json,2025-11-07 23:58:50.340714+00:00,3.12.3,2.3.4,x86_64,p2,numpy,100000,5,0.00014533099965774454,5,,1.4533099965774454,0.00014533099965774454,1.0
tiempos_p123_n100000_2025-11-07_17-58-50.json,2025-11-07 23:58:50.340714+00:00,3.12.3,2.3.4,x86_64,p3,for,100000,5,0.33980176100067183,5,,3398.017610006718,0.004647751000447897,73.11100809142435
tiempos_p123_n100000_2025-11-07_17-58-50.json,2025-11-07 23:58:50.340714+00:00,3.12.3,2.3.4,x86_64,p3,comp,100000,5,0.6549914750003154,5,,6549.914750003154,0.004647751000447897,140.92654166223508
tiempos_p123_n100000_2025-11-07_17-58-50.json,2025-11-07 23:58:50.340714+00:00,3.12.3,2.3.4,x86_64,p3,gen,100000,5,0.3578132729999197,5,,3578.132729999197,0.004647751000447897,76.98632585210304
tiempos_p123_n100000_2025-11-07_17-58-50.json,2025-11-07 23:58:50.340714+00:00,3.12.3,2.3.4,x86_64,p3,numpy,100000,5,0.004647751000447897,5,,46.47751000447897,0.004647751000447897,1.0
